"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","wj3.rcomp.raw","wj3.rcomp.t","decode","Pred","stdPred","resid","CI_group"
"203","261",24.88,5.029564586,109.33,-0.45447963,53.33,-0.758110338,69,0.163943594,29,0.283170289,206,0.45503442,20,-0.20641511,35,-0.502320313,-0.191369021274048,0.236881329507365,0.289282394101956,-0.739201642507364,"UPC"
"204","262",18.26,-1.590435414,125.33,0.408444357,53.33,-0.758110338,65,-0.517363198,26,-0.636451412,205,0.386326069,20,-0.20641511,37,-0.063771287,-0.375870147757956,0.042369377345009,0.0517420049136327,-0.106140664345009,"EAC"
"205","263",16.51,-3.340435414,108,-0.526210186,45.33,-1.164505084,63,-0.816650502,30,0.667255005,178,-1.06546898,18,-0.685210621,38,0.162183131,-0.46002769177605,-0.837892674628133,-1.02324484339522,1.00007580562813,"EPC"
"206","264",16.51,-3.340435414,101.33,-0.885941623,56,-0.616746975,62,-0.95661663,24,-1.085442292,169,-1.403060569,21,0.053831952,35,-0.502320313,-0.886186880005827,-1.01776170085165,-1.24290311126554,0.515441387851651,"EPC"
"207","265",18.85,-1.000435414,120,0.120982804,88.5,1.304277502,73,0.966039424,30,0.667255005,201,0.123249075,25,1.236134677,29,-1.708854315,0.764638683710693,0.441006858526916,0.538563001630404,-2.14986117352691,"UPC"
"208","266",24.96,5.109564586,89.33,-1.533134614,50.67,-0.896150701,62,-0.95661663,28,-0.06006099,164,-1.56479225,21,0.053831952,36,-0.285282158,-0.861490733770328,-0.956513166578168,-1.16810564763002,0.671231008578169,"EPC"
"209","267",17.41,-2.440435414,126.67,0.480714241,58.67,-0.472652869,65,-0.517363198,24,-1.085442292,206,0.45503442,22,0.328114835,35,-0.502320313,-0.39868602950308,0.138593812776335,0.169252469374477,-0.640914125776335,"UPC"
"214","272",19.6,-0.250435414,125.33,0.408444357,77.33,0.605078838,68,-0.017208171,32,1.571361153,198,-0.062127169,20,-0.20641511,38,0.162183131,0.641919044204182,0.106108215547187,0.12958065834671,0.0560749154528149,"EAC"
"215","273",23.02,3.169564586,134.67,0.912176234,81.82,0.88155324,75,1.41646007,29,0.283170289,214,1.049396635,23,0.616530895,44,1.609702791,0.873339958219863,0.928204155094813,1.13353433450583,0.681498635905189,"UGC"
"216","274",21.66,1.809564586,126.67,0.480714241,69.33,0.12847793,68,-0.017208171,30,0.667255005,206,0.45503442,21,0.053831952,36,-0.285282158,0.314809751219198,0.360169358921649,0.43984325251587,-0.645451516921648,"UPC"
"218","277",18.94,-0.910435414,145.71,1.507593785,105.88,2.464115871,69,0.163943594,31,1.09549979,207,0.524948415,17,-0.903974275,35,-0.502320313,1.30778825995415,0.476265218062413,0.581620944101791,-0.978585531062411,"UPC"
"219","278",22.11,2.259564586,138.67,1.127907231,83.18,0.96652674,75,1.41646007,31,1.09549979,217,1.293802699,27,1.913356464,37,-0.063771287,1.15159845770898,1.3113637106702,1.60145349803688,-1.3751349976702,"UPC"
"221","281",20.97,1.119564586,109.33,-0.45447963,70.67,0.206837223,72,0.753484457,31,1.09549979,219,1.463610119,23,0.616530895,45,1.8660181,0.40033545995907,0.98237872565383,1.19969298661764,0.883639374346171,"UGC"
"224","285",20.93,1.079564586,150.73,1.778336186,82.33,0.913352048,73,0.966039424,31,1.09549979,218,1.378008433,24,0.919173977,38,0.162183131,1.18830686196183,1.19595533211249,1.46051536619752,-1.03377220111249,"UPC"
"226","287",17.13,-2.720435414,126.67,0.480714241,73.33,0.364159236,74,1.18696091,30,0.667255005,196,-0.180246438,23,0.616530895,40,0.62731058,0.674772347966309,0.136883927453915,0.167164336380901,0.490426652546087,"UGC"
"228","290",23.15,3.299564586,129.33,0.624175354,50.67,-0.896150701,73,0.966039424,31,1.09549979,205,0.386326069,26,1.567500578,40,0.62731058,0.447390966717694,0.612851355701156,0.748421615894729,0.0144592242988455,"EAC"
"229","292",24.8,4.949564586,112,-0.31047919,66.67,-0.025265026,73,0.966039424,28,-0.06006099,218,1.378008433,26,1.567500578,45,1.8660181,0.142558554476179,1.07426823178638,1.31190958208335,0.791749868213625,"UGC"
"232","295",17.94,-1.910435414,112,-0.31047919,50.67,-0.896150701,62,-0.95661663,21,-1.565930506,177,-1.106126956,16,-1.109133369,33,-0.922856738,-0.932294256746101,-1.02727251809508,-1.25451783830102,0.104415780095078,"EPC"
"233","296",17.26,-2.590435414,141.82,1.297795391,83.18,0.96652674,75,1.41646007,31,1.09549979,210,0.742076925,26,1.567500578,41,0.866429766,1.19407049770949,0.903518009271705,1.10338730949686,-0.037088243271703,"EAC"
"236","322",17.25,-2.600435414,124,0.336713801,61.33,-0.326455533,64,-0.670294899,29,0.283170289,206,0.45503442,22,0.328114835,38,0.162183131,-0.0942165855227383,0.218356716565835,0.266659908857341,-0.056173585565834,"EAC"
"238","332",21.83,1.979564586,118.67,0.049252248,48,-1.031821158,67,-0.191012637,22,-1.42828288,204,0.318808273,23,0.616530895,38,0.162183131,-0.650466106747267,0.1155646685518,0.141128995104864,0.0466184624481999,"EAC"
"240","348",24.5,4.649564586,104,-0.741941183,74.67,0.444292033,73,0.966039424,32,1.571361153,213,0.97061074,23,0.616530895,43,1.357650474,0.559937856700192,0.826656335794911,1.00952288816761,0.530994138205091,"UGC"
"243","1002",18.92,-0.930435414,137.3333333,1.055817121,77.33333333,0.605281744,75,1.41646007,30,0.667255005,223,1.820310973,28,2.273784504,44,1.609702791,0.936203484966473,1.52935801086655,1.867670819563,0.0803447801334483,"EAC"
"245","1005",17.83,-2.020435414,133.3333333,0.840086125,66.66666667,-0.025456162,60,-1.21811453,28,-0.06006099,202,0.187284574,25,1.236134677,35,-0.502320313,-0.115886389267331,0.219339712026422,0.267860355008245,-0.721660025026421,"UPC"
"246","1006",13.5,-6.350435414,69.33333333,-2.611609822,24,-2.102675765,41,-2.723814756,16,-1.999626457,155,-1.814649061,17,-0.903974275,26,-2.249027569,-2.35943169998841,-1.82473682618613,-2.22839106306631,-0.42429074281387,"EPC"
"247","1007",22.92,3.069564586,109.3333333,-0.454299856,61.33333333,-0.326270702,70,0.352641611,31,1.09549979,191,-0.45723712,22,0.328114835,39,0.392552867,0.166892710712375,-0.0932279794780788,-0.113851155581611,0.48578084647808,"UGC"
"248","1010",23.5,3.649564586,117.3333333,-0.022837862,82.66666667,0.934387036,72,0.753484457,31,1.09549979,214,1.049396635,24,0.919173977,44,1.609702791,0.690133355206617,0.932125900404428,1.13832361812972,0.677576890595573,"UGC"
"250","1012",25,5.149564586,136,0.983906791,76,0.524401914,75,1.41646007,30,0.667255005,224,1.91314443,25,1.236134677,44,1.609702791,0.898005944966674,1.51091940982557,1.84515337310959,0.0987833811744357,"EAC"
"253","1016",21.33,1.479564586,138.6666667,1.127727457,78.66666667,0.686725704,74,1.18696091,31,1.09549979,214,1.049396635,27,1.913356464,42,1.109884717,1.02422846521074,1.13671238661474,1.38816715225099,-0.0268276696147392,"EAC"
"254","1018",23.83,3.979564586,138.6666667,1.127727457,78.66666667,0.686725704,75,1.41646007,28,-0.06006099,212,0.893139414,22,0.328114835,43,1.357650474,0.792713060226199,0.794797833050547,0.970616892640212,0.562852640949455,"UGC"
"256","1022",21.33,1.479564586,136,0.983906791,66.66666667,-0.025456162,68,-0.017208171,31,1.09549979,200,0.060344938,22,0.328114835,36,-0.285282158,0.509185561965654,0.242999912913599,0.296754483438579,-0.528282070913597,"UPC"
"257","1024",24.25,4.399564586,124,0.336713801,72,0.285205615,73,0.966039424,29,0.283170289,201,0.123249075,21,0.053831952,44,1.609702791,0.467782282221835,0.271220325883418,0.331217598971503,1.33848246511658,"UGC"
"261","1031",19.58,-0.270435414,134.6666667,0.91199646,81.33333333,0.851283737,76,1.654750487,29,0.283170289,223,1.820310973,25,1.236134677,45,1.8660181,0.925300243219687,1.38086693421815,1.68633168977721,0.485151165781857,"UGC"
"262","1035",17.42,-2.430435414,116,-0.094748193,62.66666667,-0.252015989,64,-0.670294899,28,-0.06006099,183,-0.849543905,24,0.919173977,39,0.392552867,-0.26928001776973,-0.416998075599162,-0.509243180519743,0.809550942599162,"UGC"
"263","1036",21.75,1.899564586,138.6666667,1.127727457,81.33333333,0.851283737,76,1.654750487,30,0.667255005,221,1.639068021,27,1.913356464,47,2.391346606,1.07525417146509,1.46471669853178,1.78873005361547,0.926629907468221,"UGC"
"264","1038",20.58,0.729564586,129.3333333,0.624355128,72,0.285205615,73,0.966039424,28,-0.06006099,197,-0.121723812,23,0.616530895,42,1.109884717,0.453884794227384,0.16429743323293,0.200642046924509,0.945587283767072,"UGC"
"265","1040",23.08,3.229564586,136,0.983906791,64,-0.177123521,64,-0.670294899,22,-1.42828288,174,-1.223262879,16,-1.109133369,31,-1.325126042,-0.3229486272482,-0.838962002684856,-1.02455071997473,-0.486164039315143,"EPC"
"266","1044",16.67,-3.180435414,109.3333333,-0.454299856,76,0.524401914,72,0.753484457,31,1.09549979,213,0.97061074,21,0.053831952,42,1.109884717,0.479771576207435,0.591496640612566,0.722342975087529,0.518388076387435,"UGC"
"267","1046",24.58,4.729564586,118.6666667,0.049072473,74.66666667,0.444091974,71,0.549087282,31,1.09549979,214,1.049396635,23,0.616530895,44,1.609702791,0.534437879709643,0.862128001054824,1.05284132221409,0.747574789945178,"UGC"
"268","1048",21.58,1.729564586,112,-0.31047919,77.33333333,0.605281744,75,1.41646007,30,0.667255005,217,1.293802699,23,0.616530895,39,0.392552867,0.594629407212374,0.956488090661727,1.16807502461588,-0.563935223661725,"UPC"
"271","1058",17.58,-2.270435414,110.6666667,-0.38238952,69.33333333,0.128672103,61,-1.090377422,29,0.283170289,198,-0.062127169,20,-0.20641511,39,0.392552867,-0.265231137526657,-0.172566470032529,-0.2107402964,0.565119337032529,"UGC"
"272","1059",15,-4.850435414,97.33333333,-1.101492844,38.66666667,-1.481925512,60,-1.21811453,25,-0.875491098,167,-1.469844157,15,-1.30080831,30,-1.519325758,-1.16925599600452,-1.35813705818169,-1.65857368549743,-0.161188699818315,"EPC"
"273","1061",22.92,3.069564586,138.6666667,1.127727457,72,0.285205615,75,1.41646007,29,0.283170289,215,1.129513136,26,1.567500578,44,1.609702791,0.778140857723582,1.08587222080245,1.32608051624124,0.523830570197551,"UGC"
"276","1083",17.25,-2.600435414,122.6666667,0.26480347,69.33333333,0.128672103,73,0.966039424,26,-0.636451412,212,0.893139414,24,0.919173977,40,0.62731058,0.180765896234981,0.610157879464909,0.745132309575426,0.0171527005350923,"EAC"
"277","1085",18.75,-1.100435414,110.6666667,-0.38238952,57.33333333,-0.545126525,66,-0.357666301,28,-0.06006099,199,-0.001442346,22,0.328114835,40,0.62731058,-0.336310834019518,-0.0603917015485655,-0.073751088967905,0.687702281548566,"UGC"
"278","1087",16.5,-3.350435414,88,-1.60486517,36,-1.603161109,63,-0.816650502,24,-1.085442292,159,-1.709807215,16,-1.109133369,34,-0.714855583,-1.2775297682531,-1.45895333764468,-1.7816917663862,0.744097754644679,"EPC"
"279","1092",17.92,-1.930435414,120,0.120982804,61.33333333,-0.326270702,66,-0.357666301,22,-1.42828288,199,-0.001442346,21,0.053831952,40,0.62731058,-0.497809269750455,-0.159070452787752,-0.194258794090359,0.786381032787752,"UGC"
"281","1094",19.75,-0.100435414,137.3333333,1.055817121,82.66666667,0.934387036,72,0.753484457,31,1.09549979,204,0.318808273,21,0.053831952,39,0.392552867,0.959797100959853,0.432332210394123,0.527969414600773,-0.0397793433941208,"EAC"
"283","1096",18.25,-1.600435414,122.6666667,0.26480347,73.33333333,0.364357844,61,-1.090377422,28,-0.06006099,159,-1.709807215,18,-0.685210621,34,-0.714855583,-0.130319274521243,-1.05586295086141,-1.28943282656203,0.341007367861407,"EPC"
"284","1097",18.83,-1.020435414,124,0.336713801,73.33333333,0.364357844,70,0.352641611,31,1.09549979,202,0.187284574,25,1.236134677,39,0.392552867,0.53730326146119,0.41253011457759,0.503786851551498,-0.0199772475775886,"EAC"
"285","1098",18.92,-0.930435414,128,0.552444797,74.66666667,0.444091974,73,0.966039424,32,1.571361153,209,0.668454285,24,0.919173977,40,0.62731058,0.883484336954076,0.710670510028584,0.867879570692361,-0.0833599300285818,"EAC"
"286","1099",17.5,-2.350435414,109.3333333,-0.454299856,60,-0.399879622,60,-1.21811453,27,-0.365597421,145,-2.037618066,18,-0.685210621,32,-1.126291415,-0.609472857265114,-1.36868158684203,-1.67145079363366,0.242390171842029,"EPC"
"288","1106",18.58,-1.270435414,112,-0.31047919,65.33333333,-0.101601071,61,-1.090377422,26,-0.636451412,184,-0.803745937,19,-0.452727525,34,-0.714855583,-0.534727273762699,-0.652663850811992,-0.797041124759683,-0.0621917321880078,"EAC"
"289","1108",16.25,-3.600435414,100,-0.95767218,77.33333333,0.605281744,68,-0.017208171,30,0.667255005,214,1.049396635,25,1.236134677,44,1.609702791,0.074414099462426,0.694146154181336,0.847699824021754,0.915556636818665,"UGC"
"290","1118",21.83,1.979564586,134.6666667,0.91199646,76,0.524401914,75,1.41646007,32,1.571361153,219,1.463610119,26,1.567500578,47,2.391346606,1.10605489920411,1.33080555368323,1.6251961159301,1.06054105231677,"UGC"
"293","1126",23.5,3.649564586,138.6666667,1.127727457,84,1.018032901,75,1.41646007,32,1.571361153,220,1.550624395,22,0.328114835,47,2.391346606,1.28339539520222,1.26479272348533,1.54458043549343,1.12655388251467,"UGC"
"295","1128",18.42,-1.430435414,122.6666667,0.26480347,62.66666667,-0.252015989,70,0.352641611,28,-0.06006099,211,0.816966741,26,1.567500578,40,0.62731058,0.0763420254799262,0.659139439197867,0.804949192973451,-0.031828859197866,"EAC"
"296","1129",22.67,2.819564586,62.66666667,-2.971161482,52,-0.82748417,76,1.654750487,31,1.09549979,215,1.129513136,24,0.919173977,44,1.609702791,-0.262098843794404,0.70255652314963,0.8579706700841,0.90714626785037,"UGC"
"298","1140",20.33,0.479564586,129.3333333,0.624355128,78.66666667,0.686725704,68,-0.017208171,31,1.09549979,203,0.25246606,23,0.616530895,42,1.109884717,0.597343112710906,0.394011778046444,0.481172031136467,0.715872938953557,"UGC"
"299","1142",22.17,2.319564586,124,0.336713801,64,-0.177123521,61,-1.090377422,26,-0.636451412,195,-0.237709099,24,0.919173977,37,-0.063771287,-0.391809638510368,-0.053259625460999,-0.065041309899176,-0.0105116615390006,"EAC"
"301","1147",21.92,2.069564586,138.6666667,1.127727457,82.66666667,0.934387036,75,1.41646007,31,1.09549979,219,1.463610119,26,1.567500578,45,1.8660181,1.14351858820915,1.34242240417744,1.63938275668333,0.52359569582256,"UGC"
"303","1152",22,2.149564586,138.6666667,1.127727457,78.66666667,0.686725704,75,1.41646007,30,0.667255005,213,0.97061074,22,0.328114835,43,1.357650474,0.974542058966269,0.854304677046712,1.04328738267992,0.50334579695329,"UGC"
"304","1153",20,0.149564586,96,-1.173403176,54.66666667,-0.687686531,62,-0.95661663,28,-0.06006099,166,-1.5021797,21,0.053831952,29,-1.708854315,-0.719441831770323,-0.966946004861343,-1.18084635810346,-0.741908310138657,"EPC"
"308","1161",21.58,1.729564586,126.6666667,0.480534467,68,0.051303916,63,-0.816650502,31,1.09549979,199,-0.001442346,23,0.616530895,38,0.162183131,0.20267191771486,0.175431093656832,0.214238610018878,-0.0132479626568306,"EAC"
"309","1163",22,2.149564586,118.6666667,0.049072473,64,-0.177123521,67,-0.191012637,26,-0.636451412,193,-0.349510156,21,0.053831952,41,0.866429766,-0.238878774262482,-0.203348266472966,-0.248331404941618,1.06977803247297,"UGC"
"314","1178",22.67,2.819564586,109.3333333,-0.454299856,66.66666667,-0.025456162,63,-0.816650502,28,-0.06006099,189,-0.560998323,15,-1.30080831,35,-0.502320313,-0.339116877521773,-0.533836487075056,-0.651927686153431,0.0315161740750565,"EAC"
"315","1179",20.75,0.899564586,101.3333333,-0.885761849,82.66666667,0.934387036,73,0.966039424,32,1.571361153,202,0.187284574,23,0.616530895,39,0.392552867,0.646506440947235,0.380249165671836,0.464364959574183,0.0123037013281656,"EAC"
"316","1180",18.5,-1.350435414,122.6666667,0.26480347,76,0.524401914,70,0.352641611,25,-0.875491098,202,0.187284574,20,-0.20641511,35,-0.502320313,0.0665889742370587,0.0623198311986322,0.0761057446231481,-0.564640144198631,"UPC"
"318","1183",16.67,-3.180435414,138.6666667,1.127727457,78.66666667,0.686725704,67,-0.191012637,30,0.667255005,205,0.386326069,24,0.919173977,42,1.109884717,0.572673882218504,0.442565804823334,0.540466806028325,0.667318912176668,"UGC"
"319","1185",23.67,3.819564586,137.3333333,1.055817121,74.66666667,0.444091974,73,0.966039424,32,1.571361153,214,1.049396635,21,0.053831952,41,0.866429766,1.00932741795559,0.89087908264598,1.08795249679655,-0.024449316645978,"EAC"
"324","1191",15.83,-4.020435414,97.33333333,-1.101492844,53.33333333,-0.757935589,57,-1.566962831,26,-0.636451412,174,-1.223262879,19,-0.452727525,29,-1.708854315,-1.01571066901103,-1.04663195649909,-1.27815982267182,-0.662222358500911,"EPC"
"328","1199",15.92,-3.930435414,112,-0.31047919,40,-1.42003334,63,-0.816650502,24,-1.085442292,196,-0.180246438,22,0.328114835,33,-0.922856738,-0.908151331000157,-0.354818552642466,-0.433308782049723,-0.568038185357534,"UPC"
"329","1201",25.25,5.399564586,118.6666667,0.049072473,68,0.051303916,73,0.966039424,29,0.283170289,214,1.049396635,24,0.919173977,45,1.8660181,0.337396525472177,0.865427987051602,1.05687130571524,1.0005901129484,"UGC"
"334","1209",14.83,-5.020435414,126.6666667,0.480534467,72,0.285205615,70,0.352641611,29,0.283170289,201,0.123249075,26,1.567500578,39,0.392552867,0.350387995473119,0.312791917648233,0.381985338317155,0.0797609493517685,"EAC"
"335","1210",16,-3.850435414,97.33333333,-1.101492844,57.33333333,-0.545126525,60,-1.21811453,22,-1.42828288,169,-1.403060569,18,-0.685210621,33,-0.922856738,-1.0732541947518,-1.18814596753765,-1.45097847409146,0.265289229537649,"EPC"
"338","4003",18.75,-1.100435414,130.6666667,0.696265464,73.33333333,0.364357844,71,0.549087282,30,0.667255005,210,0.742076925,21,0.053831952,36,-0.285282158,0.569241398717842,0.530790413097696,0.648207783137983,-0.816072571097694,"UPC"
"340","4007",16.67,-3.180435414,104,-0.741941183,69.33333333,0.128672103,71,0.549087282,28,-0.06006099,209,0.668454285,21,0.053831952,41,0.866429766,-0.0310606970253286,0.295798584100101,0.361232870308089,0.5706311818999,"UGC"
"341","4009",16.34,-3.510435414,128,0.552444797,83.18181818,0.966640718,71,0.549087282,31,1.09549979,205,0.386326069,25,1.236134677,40,0.62731058,0.790918146708461,0.543971603660976,0.664304815230661,0.0833389763390261,"EAC"
"343","4012",14.09,-5.760435414,109.3333333,-0.454299856,46.66666667,-1.098459697,49,-2.275104054,18,-1.869517876,177,-1.106126956,18,-0.685210621,35,-0.502320313,-1.42434537073951,-1.15979814087053,-1.41635975938373,0.657477827870526,"EPC"
"344","4013",14.92,-4.930435414,129.3333333,0.624355128,80.27681661,0.785822434,71,0.549087282,30,0.667255005,217,1.293802699,24,0.919173977,41,0.866429766,0.656629962215455,0.909441952603637,1.11062170197996,-0.043012186603635,"EAC"
"347","4021",18.17,-1.680435414,134.6666667,0.91199646,118.0645161,3.32533162,75,1.41646007,30,0.667255005,208,0.596083262,14,-1.479125651,42,1.109884717,1.58026078870203,0.487734729674794,0.595627652799726,0.622149987325209,"UGC"
"348","4022",15.34,-4.510435414,108,-0.526210186,82.32789212,0.913220457,68,-0.017208171,30,0.667255005,184,-0.803745937,15,-1.30080831,37,-0.063771287,0.259264276212134,-0.618857427715839,-0.755756304932146,0.55508614071584,"UGC"
"349","4023",13.92,-5.930435414,109.3333333,-0.454299856,52,-0.82748417,64,-0.670294899,24,-1.085442292,183,-0.849543905,13,-1.64421882,35,-0.502320313,-0.759380304253845,-0.993466860428115,-1.21323395322502,0.491146547428115,"EPC"
"350","4026",17,-2.850435414,94.66666667,-1.245313509,61.33333333,-0.326270702,61,-1.090377422,24,-1.085442292,184,-0.803745937,18,-0.685210621,30,-1.519325758,-0.936850981258216,-0.82248196765424,-1.0044250984307,-0.69684379034576,"EPC"
"352","4030",16.92,-2.930435414,147.1428571,1.584871708,77.33333333,0.605281744,69,0.163943594,30,0.667255005,201,0.123249075,19,-0.452727525,38,0.162183131,0.755338012719802,0.152246045812959,0.185924744331146,0.00993708518704277,"EAC"
"353","4034",18.25,-1.600435414,113.3333333,-0.238568859,85.90909091,1.138733123,76,1.654750487,32,1.571361153,214,1.049396635,25,1.236134677,46,2.126573476,1.03156897594717,0.986023894600617,1.20414451178435,1.14054958139939,"UGC"
"354","4036",17.34,-2.510435414,112,-0.31047919,77.33333333,0.605281744,61,-1.090377422,27,-0.365597421,178,-1.06546898,18,-0.685210621,31,-1.325126042,-0.290293072270039,-0.77832267183403,-0.950497223054384,-0.54680337016597,"UPC"
"355","4037",13.34,-6.510435414,90.66666667,-1.461044505,76,0.524401914,66,-0.357666301,29,0.283170289,193,-0.349510156,20,-0.20641511,33,-0.922856738,-0.25278465078295,-0.388632812300745,-0.474603171983346,-0.534223925699255,"UPC"
"356","4038",18.75,-1.100435414,190.4180653,3.918822658,115.4204158,3.135239297,75,1.41646007,32,1.571361153,219,1.463610119,25,1.236134677,44,1.609702791,2.51047079444968,1.61030179245565,1.96652036154384,-0.000599001455643233,"EAC"
"358","4040",15.67,-4.180435414,141.5286913,1.282084312,78.66666667,0.686725704,71,0.549087282,32,1.571361153,209,0.668454285,26,1.567500578,36,-0.285282158,1.02231461270559,0.792545965420372,0.967866884184043,-1.07782812342037,"UPC"
"359","4044",18.42,-1.430435414,122.6666667,0.26480347,70.66666667,0.206641551,69,0.163943594,26,-0.636451412,199,-0.001442346,23,0.616530895,41,0.866429766,-0.000265699264305246,0.068590003204921,0.0837629558232515,0.79783976279508,"UGC"
"360","4047",16.84,-3.010435414,122.6666667,0.26480347,68,0.051303916,61,-1.090377422,27,-0.365597421,201,0.123249075,21,0.053831952,37,-0.063771287,-0.284966864265459,-0.0542395055447164,-0.0662379515135167,-0.00953178145528327,"EAC"
"361","4048",18.25,-1.600435414,140.4545455,1.224152676,73.05080777,0.347537152,66,-0.357666301,30,0.667255005,196,-0.180246438,23,0.616530895,33,-0.922856738,0.470319632970773,0.0999609123712374,0.122073496073952,-1.02281765037124,"UPC"
"365","4059",18.75,-1.100435414,94.66666667,-1.245313509,76,0.524401914,69,0.163943594,29,0.283170289,209,0.668454285,25,1.236134677,37,-0.063771287,-0.0684494280330283,0.498045385426144,0.60821915246201,-0.561816672426143,"UPC"
"366","4060",18.67,-1.180435414,116,-0.094748193,78.66666667,0.686725704,71,0.549087282,32,1.571361153,210,0.742076925,26,1.567500578,41,0.866429766,0.678106486451464,0.787062639061575,0.961170578569733,0.079367126938427,"EAC"
"368","4063",18.25,-1.600435414,124,0.336713801,62.66666667,-0.252015989,63,-0.816650502,23,-1.268890484,188,-0.611425129,22,0.328114835,33,-0.922856738,-0.500210793501728,-0.430840140487549,-0.526147280469411,-0.492016597512451,"UPC"
"373","4071",16.92,-2.930435414,124,0.336713801,73.33333333,0.364357844,71,0.549087282,30,0.667255005,198,-0.062127169,24,0.919173977,38,0.162183131,0.479353482966763,0.187718394329439,0.229244012778955,-0.0255352633294375,"EAC"
"374","4075",14.67,-5.180435414,114.6666667,-0.166658523,45.33333333,-1.164341339,67,-0.191012637,26,-0.636451412,194,-0.29412573,20,-0.20641511,33,-0.922856738,-0.539615977758042,-0.415535054418095,-0.507456521052919,-0.507321683581904,"UPC"
"375","4078",13.75,-6.100435414,94.66666667,-1.245313509,50.66666667,-0.8963219,66,-0.357666301,28,-0.06006099,181,-0.938489744,14,-1.479125651,32,-1.126291415,-0.639840675020297,-0.985382704557508,-1.20336148261119,-0.140908710442492,"EPC"
"377","4081",18.34,-1.510435414,138.6666667,1.127727457,85.67208272,1.123689117,74,1.18696091,31,1.09549979,216,1.210976399,26,1.567500578,42,1.109884717,1.13346931845849,1.14922236192958,1.40344448802387,-0.0393376449295739,"EAC"
"378","4083",15.34,-4.510435414,110.6666667,-0.38238952,69.33333333,0.128672103,68,-0.017208171,27,-0.365597421,202,0.187284574,25,1.236134677,45,1.8660181,-0.159130752269291,0.166722259592718,0.203603274709305,1.69929584040728,"UGC"
"379","4084",18.34,-1.510435414,125.3333333,0.408624131,77.86976952,0.637981352,71,0.549087282,32,1.571361153,208,0.596083262,25,1.236134677,40,0.62731058,0.791763479453225,0.686374540464822,0.838209033731905,-0.0590639604648204,"EAC"
"380","4085",18.09,-1.760435414,82.66666667,-1.892506499,52,-0.82748417,64,-0.670294899,27,-0.365597421,184,-0.803745937,18,-0.685210621,36,-0.285282158,-0.938970747267987,-0.805144939888602,-0.983252906814519,0.519862781888602,"UGC"
"383","4092",17.67,-2.180435414,125.3333333,0.408624131,76,0.524401914,71,0.549087282,31,1.09549979,206,0.45503442,10,-2.061610351,38,0.162183131,0.644403279210308,0.0649762312967185,0.0793497731063573,0.097206899703283,"EAC"
"385","4097",15.5,-4.350435414,86.66666667,-1.676775502,57.33333333,-0.545126525,56,-1.672371765,20,-1.684010355,157,-1.763422571,15,-1.30080831,31,-1.325126042,-1.3945710367494,-1.56388558772502,-1.90983632123435,0.238759545725016,"EPC"
"387","4107",15.59,-4.260435414,109.3333333,-0.454299856,77.33333333,0.605281744,70,0.352641611,29,0.283170289,206,0.45503442,21,0.053831952,29,-1.708854315,0.196698446968666,0.22846646432318,0.279006057205444,-1.93732077932318,"UPC"
"389","4109",16.59,-3.260435414,134.6666667,0.91199646,68.18181818,0.06181847,69,0.163943594,26,-0.636451412,213,0.97061074,24,0.919173977,40,0.62731058,0.125326777988383,0.62468317442622,0.762870778496375,0.00262740557378102,"EAC"
"391","4114",17.67,-2.180435414,117.3333333,-0.022837862,54.66666667,-0.687686531,65,-0.517363198,27,-0.365597421,195,-0.237709099,18,-0.685210621,38,0.162183131,-0.398371253013311,-0.370777204975463,-0.452797684628507,0.532960335975463,"UGC"
"395","4123",16.25,-3.600435414,108,-0.526210186,65.33333333,-0.101601071,66,-0.357666301,26,-0.636451412,196,-0.180246438,24,0.919173977,32,-1.126291415,-0.405482242514365,-0.124290290821666,-0.151784832374315,-1.00200112417833,"UPC"
"396","4124",14.25,-5.600435414,110.6666667,-0.38238952,77.33333333,0.605281744,65,-0.517363198,28,-0.06006099,206,0.45503442,23,0.616530895,35,-0.502320313,-0.0886329910252228,0.214039863892579,0.261388115259702,-0.716360176892578,"UPC"
"397","4125",18.59,-1.260435414,117.3333333,-0.022837862,62.66666667,-0.252015989,66,-0.357666301,29,0.283170289,175,-1.185012116,19,-0.452727525,30,-1.519325758,-0.0873374657746352,-0.730121026889784,-0.891632781192135,-0.789204731110215,"UPC"
"398","4126",18.25,-1.600435414,136.576657,1.015007488,94.83488569,1.717265668,67,-0.191012637,31,1.09549979,211,0.816966741,17,-0.903974275,32,-1.126291415,0.90919007720701,0.509242537188083,0.621893251959566,-1.63553395218808,"UPC"
"401","4134",16.09,-3.760435414,98.66666667,-1.029582512,68,0.051303916,68,-0.017208171,30,0.667255005,204,0.318808273,24,0.919173977,35,-0.502320313,-0.0820579405349355,0.220673935992833,0.269489725731857,-0.722994248992833,"UPC"
"402","4138",14.84,-5.010435414,108,-0.526210186,72,0.285205615,65,-0.517363198,27,-0.365597421,202,0.187284574,21,0.053831952,34,-0.714855583,-0.280991297519834,-0.0526565016161423,-0.0643047676392103,-0.662199081383857,"UPC"
